rank,name,conference,record,away_record,tournament_record,home_record
229,California,Pac-12,-0.4838709677419355,-0.8181818181818182,-1.0,-0.125
230,Texas Southern,SWAC,0.23529411764705882,0.0,0.0,0.6
231,South Dakota,Summit League,-0.13333333333333333,-0.3333333333333333,-0.5,0.0
232,Holy Cross,Patriot,-0.030303030303030304,-0.29411764705882354,1.0,0.14285714285714285
233,Drexel,CAA,-0.1875,-0.5714285714285714,0.0,0.06666666666666667
234,Long Beach St,Big West,-0.11764705882352941,-0.5,0.0,0.16666666666666666
235,Detroit Mercy,Horizon,-0.2903225806451613,-0.5555555555555556,0,0.07692307692307693
236,Little Rock,Sun Belt,-0.3548387096774194,-0.6,0,-0.2857142857142857
237,South Alabama,Sun Belt,0.0,-0.5384615384615384,0.0,0.29411764705882354
238,Delaware,CAA,0.030303030303030304,-0.06666666666666667,0.0,0.0
239,Army West Point,Patriot,-0.1875,-0.625,-1.0,0.38461538461538464
240,High Point,Big South,0.03225806451612903,-0.23076923076923078,-0.2,0.2727272727272727
241,Sacred Heart,NEC,-0.0625,-0.5294117647058824,0.0,0.5
242,Air Force,MWC,-0.125,-0.5,-0.2,0.14285714285714285
243,Fordham,Atlantic 10,-0.25,-0.5,-1.0,-0.1111111111111111
244,Quinnipiac,MAAC,0.06666666666666667,0.2857142857142857,-1.0,0.0
245,Eastern Wash,Big Sky,-0.058823529411764705,-0.5294117647058824,0.3333333333333333,0.38461538461538464
246,Montana St,Big Sky,-0.0625,-0.5,0.3333333333333333,0.3333333333333333
247,UC Davis,Big West,-0.2903225806451613,-0.6,-0.3333333333333333,-0.09090909090909091
248,Middle Tenn,C-USA,-0.3125,-0.6923076923076923,-1.0,0.16666666666666666
249,Southeastern La,Southland,0.030303030303030304,-0.125,-0.3333333333333333,0.16666666666666666
250,LIU Brooklyn,NEC,0.0,-0.17647058823529413,0.0,0.16666666666666666
251,Arkansas St,Sun Belt,-0.1875,-0.7333333333333333,-0.3333333333333333,0.3333333333333333
252,James Madison,CAA,-0.15151515151515152,-0.4666666666666667,0.0,0.0
253,Siena,MAAC,0.030303030303030304,0.06666666666666667,0.0,0.0
254,St Francis Brooklyn,NEC,0.0625,-0.29411764705882354,-1.0,0.5
255,Towson,CAA,-0.375,-0.3333333333333333,-0.7142857142857143,-0.3333333333333333
256,Troy,Sun Belt,-0.2,-0.42857142857142855,0,-0.14285714285714285
257,UMass Lowell,America East,-0.0625,-0.4117647058823529,1.0,0.09090909090909091
258,East Carolina,AAC,-0.3548387096774194,-0.8333333333333334,-1.0,0.0
259,Eastern Ky,OVC,-0.16129032258064516,-0.5714285714285714,-0.3333333333333333,0.16666666666666666
260,Norfolk St,MEAC,0.23529411764705882,0.06666666666666667,-0.3333333333333333,0.6
261,Southern Utah,Big Sky,0.0,-0.5,0.3333333333333333,0.45454545454545453
262,Charlotte,C-USA,-0.4482758620689655,-0.5,-1.0,-0.2857142857142857
263,UNCW,CAA,-0.3939393939393939,-0.7142857142857143,0.2,-0.38461538461538464
264,Morehead St,OVC,-0.21212121212121213,-0.4666666666666667,0.0,-0.16666666666666666
265,Saint Francis (PA),NEC,0.125,-0.25,0,0.42857142857142855
266,New Orleans,Southland,0.1875,-0.2857142857142857,0.3333333333333333,0.45454545454545453
267,Robert Morris,NEC,0.030303030303030304,-0.4444444444444444,0,0.5384615384615384
268,Portland St,Big Sky,0.0,-0.5384615384615384,-1.0,0.42857142857142855
269,Youngstown St,Horizon,-0.25,-0.375,-0.3333333333333333,-0.2727272727272727
270,A&M-Corpus Christi,Southland,-0.125,-0.2857142857142857,-1.0,-0.16666666666666666
271,Albany (NY),America East,-0.25,-0.25,-1.0,-0.23076923076923078
272,Sacramento St,Big Sky,-0.03225806451612903,-0.42857142857142855,0.3333333333333333,0.09090909090909091
273,CSUN,Big West,-0.21212121212121213,-0.42857142857142855,0.3333333333333333,-0.2
274,The Citadel,SoCon,-0.2,-0.42857142857142855,-1.0,-0.16666666666666666
275,Chattanooga,SoCon,-0.25,-0.4666666666666667,-1.0,-0.09090909090909091
276,Western Mich,MAC,-0.5,-0.75,0.0,-0.38461538461538464
277,Elon,CAA,-0.3125,-0.07692307692307693,-1.0,-0.5714285714285714
278,Marist,MAAC,-0.22580645161290322,-0.29411764705882354,0.3333333333333333,-0.2727272727272727
279,Navy,Patriot,-0.22580645161290322,-0.5294117647058824,0,0.14285714285714285
280,Lafayette,Patriot,-0.3333333333333333,-0.2,0,-0.5714285714285714
281,Loyola Maryland,Patriot,-0.3125,-0.6842105263157895,1.0,0.16666666666666666
282,Canisius,MAAC,-0.0625,0.2857142857142857,-0.6,-0.23076923076923078
283,George Washington,Atlantic 10,-0.45454545454545453,-0.6666666666666666,-0.5,-0.29411764705882354
284,Cleveland St,Horizon,-0.3548387096774194,-0.7142857142857143,0,-0.2
285,North Dakota,Summit League,-0.2,-0.4666666666666667,-1.0,-0.2
286,Northern Ariz,Big Sky,-0.3548387096774194,-0.4444444444444444,-1.0,-0.16666666666666666
287,Monmouth,MAAC,-0.2,-0.375,-0.14285714285714285,0.0
288,UTEP,C-USA,-0.4482758620689655,-1.0,0,-0.14285714285714285
289,Jacksonville,ASUN,-0.25,-0.29411764705882354,0.0,-0.45454545454545453
290,Houston Baptist,Southland,-0.2,-0.625,-1.0,0.2727272727272727
291,Longwood,Big South,-0.0625,-0.375,0.0,0.09090909090909091
292,Fairfield,MAAC,-0.41935483870967744,-0.625,-0.3333333333333333,-0.16666666666666666
293,Grambling,SWAC,0.030303030303030304,-0.29411764705882354,-1.0,0.45454545454545453
294,NC A&T,MEAC,0.1875,-0.17647058823529413,0.0,0.6363636363636364
295,Western Caro,SoCon,-0.5625,-0.6470588235294118,-1.0,-0.45454545454545453
296,Oral Roberts,Summit League,-0.3125,-0.625,-0.3333333333333333,-0.09090909090909091
297,Central Ark,Southland,-0.15151515151515152,-0.4444444444444444,0.0,0.0
298,Tulane,AAC,-0.7419354838709677,-1.0,-0.6,-0.6
299,Milwaukee,Horizon,-0.41935483870967744,-0.6,-1.0,-0.23076923076923078
300,Wagner,NEC,-0.13333333333333333,-0.25,0,-0.16666666666666666
301,Niagara,MAAC,-0.1875,-0.3333333333333333,-1.0,0.0
302,NC Central,MEAC,0.09090909090909091,-0.5,0.6,0.5555555555555556
303,Western Ill,Summit League,-0.3548387096774194,-0.75,0.0,-0.09090909090909091
304,Bethune-Cookman,MEAC,-0.0967741935483871,-0.5,-1.0,0.3333333333333333
305,VMI,SoCon,-0.3125,-0.7333333333333333,0.0,-0.16666666666666666
306,Howard,MEAC,0.030303030303030304,0.125,0.0,-0.4
